pair,wall_ms,superpoint_ms,matcher_ms,geometry_ms,degenerate
101,120.096,96.919,19.985,3.129,0
102,134.342,89.6,41.959,2.647,0
103,123.524,91.491,26.955,4.973,0
104,133.347,102.529,27.3,3.399,0
105,97.689,75.829,19.051,2.74,0
106,125.061,86.847,34.747,3.409,0
107,127.37,79.094,45.433,2.787,0
108,134.859,82.305,47.882,4.587,0
109,134.132,99.45,30.72,3.867,0
110,119.42,78.651,37.846,2.859,0
111,109.99,85.931,21.158,2.839,0
112,134.155,94.211,36.615,3.274,0
113,132.339,84.174,45.322,2.798,0
114,106.915,83.734,20.192,2.904,0
115,131.751,93.407,33.873,4.341,0
116,121.085,82.225,35.997,2.782,0
117,110.884,89.295,18.772,2.744,0
118,98.121,72.671,22.553,2.792,0
119,91.972,71.933,17.114,2.858,0
120,95.581,75.171,17.539,2.793,0
121,95.146,73.512,18.554,2.999,0
122,95.899,75.332,17.625,2.861,0
123,97.641,76.828,17.856,2.861,0
124,91.419,72.248,16.282,2.807,0
125,109.241,82.306,23.994,2.892,0
126,121.317,88.72,29.478,3.061,0
127,97.481,77.415,17.28,2.67,0
128,123.514,93.356,26.801,3.305,0
129,120.299,76.105,41.319,2.816,0
130,101.743,79.917,18.884,2.888,0
131,124.694,93.922,26.832,3.854,0
132,101.215,76.353,21.991,2.808,0
133,132.173,97.905,30.781,3.417,0
134,126.661,78.676,45.283,2.662,0
135,103.889,82.321,18.75,2.758,0
136,125.995,87.538,35.097,3.31,0
137,117.42,79.997,34.446,2.909,0
138,101.112,82.225,16.068,2.746,0
139,124.327,92.852,27.85,3.535,0
140,98.428,76.62,18.728,2.984,0
141,132.607,98.009,31.22,3.302,0
142,129.884,81.495,45.521,2.798,0
143,107.694,87.371,17.417,2.856,0
144,112.696,91.987,17.857,2.786,0
145,90.037,71.323,15.749,2.894,0
146,95.652,72.344,20.267,2.957,0
147,96.094,73.71,19.509,2.81,0
148,104.483,69.341,31.072,3.927,0
149,104.157,79.483,21.702,2.885,0
150,143.988,99.68,41.355,2.89,0
151,118.577,83.732,32.119,2.68,0
152,102.518,81.77,17.908,2.769,0
153,120.626,89.702,27.476,3.397,0
154,107.219,70.715,33.874,2.554,0
155,124.158,97.985,22.861,3.259,0
156,123.481,91.549,28.444,3.397,0
157,103.219,81.51,18.848,2.776,0
158,142.339,104.964,34.099,3.217,0
159,134.172,83.345,47.951,2.817,0
160,112.514,91.001,18.336,3.104,0
161,124.062,91.955,28.75,3.257,0
162,106.725,84.397,19.364,2.836,0
163,136.592,98.784,34.075,3.657,0
164,120.866,80.983,36.851,2.918,0
165,129.567,99.497,27.12,2.892,0
166,131.539,97.865,29.892,3.66,0
167,102.363,81.118,18.266,2.878,0
168,137.16,99.956,33.697,3.429,0
169,131.272,84.848,43.41,2.949,0
170,112.852,85.869,23.988,2.927,0
171,130.446,102.144,24.086,4.095,0
172,104.868,83.223,18.601,2.961,0
173,139.334,103.187,32.7,3.361,0
174,123.913,78.447,42.639,2.77,0
175,111.705,88.158,20.513,2.941,0
176,131.189,96.374,31.27,3.428,0
177,109.128,83.983,22.158,2.854,0
178,136.811,97.289,36.16,3.268,0
179,137.158,88.738,45.619,2.736,0
180,114.633,88.151,23.518,2.902,0
181,123.724,97.333,22.565,3.748,0
182,112.036,89.077,20.011,2.813,0
183,151.459,116.498,31.77,3.105,0
184,123.244,85.605,34.697,2.86,0
185,110.32,86.051,21.386,2.823,0
186,133.202,102.088,27.55,3.49,0
187,102.744,80.346,19.466,2.795,0
188,130.771,99.649,27.814,3.253,0
189,134.851,85.165,46.944,2.682,0
190,114.191,89.533,21.719,2.863,0
191,126.604,93.682,29.88,2.971,0
192,109.863,85.729,21.295,2.785,0
193,164.822,99.389,58.825,6.546,0
194,177.921,111.011,61.705,5.076,0
195,138.236,87.533,47.715,2.889,0
196,137.603,88.501,44.229,4.79,0
197,183.319,124.838,53.271,5.075,0
198,176.84,117.0,52.738,7.003,0
199,125.796,101.415,21.091,3.216,0
200,114.814,87.5,24.366,2.846,0
201,177.712,119.456,52.885,5.25,0
202,179.63,115.541,58.698,5.265,0
203,191.009,120.308,65.388,5.213,0
204,192.383,116.987,70.237,5.061,0
205,193.809,116.333,72.025,5.276,0
206,190.159,115.594,69.118,5.26,0
207,172.934,104.896,62.816,5.088,0
208,167.672,106.563,56.306,4.69,0
209,165.613,108.848,51.646,4.992,0
210,175.691,119.553,50.969,5.05,0
211,176.505,114.02,57.356,5.014,0
212,175.985,115.56,55.182,5.115,0
213,180.608,106.118,68.846,5.522,0
214,190.76,116.344,68.924,5.365,0
215,189.291,120.855,63.257,5.0,0
216,146.815,87.935,54.087,4.682,0
217,106.954,83.881,20.226,2.794,0
218,151.927,89.65,57.353,4.827,0
219,162.996,100.56,57.495,4.84,0
220,117.975,88.018,27.016,2.842,0
221,120.431,81.021,33.187,6.132,0
222,145.568,91.291,49.331,4.863,0
223,128.059,89.079,36.055,2.841,0
224,92.267,74.187,15.316,2.718,0
225,149.964,89.804,55.634,4.464,0
226,145.445,93.426,47.217,4.707,0
227,135.498,97.661,34.479,3.277,0
228,129.11,80.728,45.737,2.598,0
229,136.774,86.379,45.666,4.64,0
230,157.527,99.194,53.434,4.804,0
231,144.34,89.951,51.677,2.645,0
232,148.172,94.853,48.602,4.638,0
233,128.191,94.782,29.951,3.369,0
234,129.439,79.869,46.758,2.767,0
235,148.948,87.394,56.723,4.763,0
236,157.821,103.93,48.842,4.948,0
237,180.777,116.798,58.669,5.156,0
238,186.173,126.576,54.307,5.126,0
239,175.375,120.645,49.637,4.962,0
240,155.157,95.748,52.876,6.402,0
241,150.319,92.888,52.505,4.812,0
242,173.508,116.863,51.799,4.753,0
243,170.499,104.494,61.003,4.923,0
244,174.408,109.378,59.581,5.3,0
245,194.35,117.684,70.697,5.825,0
246,150.692,106.246,41.209,3.168,0
247,153.398,89.977,58.427,4.882,0
248,154.602,99.895,49.537,5.054,0
249,135.988,101.092,31.432,3.396,0
250,134.536,85.027,46.71,2.742,0
251,148.527,93.963,49.581,4.861,0
252,137.294,97.789,35.614,3.816,0
253,125.104,84.53,37.607,2.892,0
254,140.271,85.039,50.141,4.979,0
255,185.807,144.64,37.831,3.225,0
256,118.862,98.534,17.422,2.841,0
257,91.228,72.199,16.23,2.734,0
258,90.743,71.577,16.367,2.752,0
259,93.191,72.404,18.005,2.722,0
260,85.448,67.067,15.587,2.742,0
261,89.579,70.108,16.664,2.754,0
262,86.921,68.479,15.47,2.905,0
263,88.825,69.872,16.158,2.752,0
264,88.582,69.24,16.516,2.78,0
265,87.643,69.287,15.578,2.73,0
266,86.694,69.01,14.93,2.702,0
267,108.377,89.972,15.673,2.668,0
268,105.274,80.612,20.628,3.939,0
269,103.035,66.159,34.322,2.507,0
270,103.736,83.383,17.574,2.737,0
271,114.72,84.941,25.735,3.959,0
272,122.453,73.138,46.653,2.615,0
273,98.087,77.698,17.662,2.695,0
274,109.663,81.045,24.946,3.559,0
275,123.468,75.328,45.405,2.659,0
276,99.693,79.615,17.045,2.965,0
277,120.194,90.608,26.367,3.163,0
278,98.422,76.695,18.748,2.88,0
279,134.598,97.858,33.254,3.403,0
280,128.714,82.967,42.691,2.984,0
281,111.332,87.732,20.639,2.895,0
282,127.138,96.695,26.906,3.455,0
283,119.73,83.197,33.348,3.054,0
284,133.901,106.411,24.173,3.244,0
285,125.543,91.005,31.056,3.424,0
286,111.46,88.183,20.213,2.99,0
287,186.605,110.558,70.622,5.316,0
288,181.034,115.995,60.28,4.637,0
289,125.598,88.663,33.544,3.331,0
290,107.744,85.379,19.486,2.809,0
291,136.257,104.454,28.392,3.318,0
292,134.712,97.464,34.382,2.81,0
293,154.541,93.168,56.332,4.923,0
294,170.099,115.238,49.594,5.155,0
295,176.292,116.032,54.893,5.222,0
296,187.571,118.459,64.054,4.915,0
297,129.243,91.852,34.062,3.251,0
298,128.205,95.296,30.085,2.709,0
299,130.014,100.097,24.718,5.101,0
300,135.137,106.904,23.956,4.135,0
301,120.104,85.376,31.856,2.783,0
302,135.529,100.769,29.49,5.16,0
303,124.616,94.423,26.918,3.192,0
304,110.269,87.164,20.27,2.775,0
305,138.674,101.197,34.107,3.289,0
306,134.794,83.941,47.867,2.907,0
307,111.944,88.167,20.706,2.96,0
308,123.724,93.031,26.846,3.745,0
309,107.83,85.191,19.663,2.889,0
310,135.524,98.582,33.521,3.36,0
311,129.112,87.271,38.903,2.871,0
312,111.202,88.65,19.54,2.947,0
313,133.143,97.692,31.078,4.231,0
314,117.356,78.223,36.275,2.791,0
315,127.676,101.478,23.138,2.997,0
316,130.416,94.37,32.15,3.749,0
317,105.215,83.922,18.268,2.876,0
318,134.65,101.406,29.823,3.327,0
319,134.047,84.88,46.298,2.808,0
320,109.985,84.658,22.339,2.923,0
321,118.93,97.851,18.071,2.909,0
322,98.621,76.651,18.617,3.262,0
323,112.172,76.396,32.906,2.805,0
324,96.714,76.56,17.313,2.752,0
325,92.574,71.454,18.213,2.843,0
326,97.071,73.684,20.529,2.788,0
327,94.919,73.247,18.902,2.709,0
328,110.33,87.176,20.26,2.839,0
329,118.485,89.395,25.421,3.584,0
330,123.953,89.478,31.794,2.621,0
331,154.793,100.982,48.773,4.945,0
332,140.322,105.271,31.615,3.349,0
333,131.917,83.809,45.336,2.714,0
334,109.719,85.95,20.989,2.707,0
335,149.297,107.658,38.827,2.765,0
336,121.508,97.251,21.028,3.183,0
337,133.222,88.727,41.647,2.73,0
338,119.224,95.03,21.323,2.797,0
339,114.617,91.846,19.483,3.223,0
340,106.77,83.972,19.793,2.855,0
341,131.653,96.682,31.606,3.301,0
342,178.246,102.335,70.302,5.542,0
343,127.593,87.939,36.729,2.858,0
344,113.49,89.818,20.778,2.813,0
345,116.324,94.066,19.396,2.785,0
346,96.448,75.836,17.82,2.738,0
347,111.437,81.888,26.133,3.346,0
348,135.593,87.679,44.985,2.857,0
349,109.607,84.69,21.662,3.188,0
350,127.086,93.441,30.335,3.216,0
351,113.728,80.379,30.535,2.726,0
352,133.459,100.761,27.567,5.035,0
353,171.005,117.447,48.72,4.732,0
354,94.258,73.434,17.78,2.963,0
355,94.525,72.136,19.49,2.827,0
356,95.651,73.497,19.423,2.694,0
357,96.215,74.699,18.627,2.842,0
358,92.321,73.232,16.306,2.732,0
359,142.528,93.584,46.134,2.738,0
360,166.066,95.889,67.317,2.813,0
361,114.607,91.128,20.075,3.329,0
362,110.419,89.085,18.346,2.851,0
363,142.754,92.866,44.831,4.959,0
364,119.088,85.016,31.02,2.978,0
365,106.375,85.492,18.139,2.683,0
366,128.893,95.036,30.276,3.505,0
367,113.0,77.259,33.017,2.647,0
368,118.815,94.06,21.688,3.014,0
369,127.318,96.551,27.343,3.341,0
370,108.9,85.362,20.693,2.751,0
371,130.722,95.788,31.623,3.237,0
372,119.019,82.577,33.411,2.98,0
373,104.24,78.907,22.355,2.927,0
374,140.723,100.107,37.003,3.514,0
375,130.271,78.166,49.091,2.932,0
376,100.023,76.5,20.586,2.862,0
377,96.004,75.137,18.007,2.786,0
378,100.224,74.926,22.311,2.899,0
379,99.817,76.622,20.295,2.828,0
380,94.431,75.004,16.613,2.765,0
381,92.992,72.778,17.372,2.785,0
382,90.912,72.2,15.864,2.778,0
383,91.718,71.321,17.611,2.74,0
384,95.191,72.253,20.113,2.768,0
385,86.969,68.936,15.128,2.851,0
386,87.257,68.803,15.695,2.707,0
387,83.031,64.95,15.298,2.731,0
388,86.407,68.631,15.04,2.692,0
389,81.795,63.649,15.471,2.642,0
390,84.212,66.768,14.736,2.647,0
391,82.621,64.622,15.267,2.69,0
392,79.364,62.446,14.307,2.58,0
393,78.347,61.752,14.032,2.536,0
394,78.241,61.139,14.55,2.516,0
395,76.746,60.382,13.842,2.49,0
396,76.133,59.396,14.254,2.45,0
397,74.455,58.026,13.89,2.502,0
398,74.027,57.859,13.603,2.537,0
399,75.882,59.773,13.619,2.461,0
400,75.122,59.061,13.55,2.485,0
401,72.05,55.985,13.604,2.436,0
402,71.965,55.574,13.933,2.436,0
403,73.552,57.544,13.535,2.451,0
404,71.453,55.698,13.244,2.486,0
405,72.186,55.291,14.302,2.569,0
406,71.255,55.497,13.278,2.46,0
407,72.837,56.946,13.411,2.459,0
408,71.266,55.491,13.331,2.421,0
409,72.581,56.489,13.606,2.462,0
410,72.083,56.105,13.511,2.447,0
411,71.239,55.23,13.528,2.46,0
412,72.461,56.627,13.357,2.455,0
413,70.19,54.568,13.162,2.443,0
414,69.226,53.576,13.163,2.473,0
415,69.119,53.641,13.009,2.453,0
416,69.039,53.557,13.056,2.408,0
417,69.47,54.03,12.968,2.456,0
418,70.311,54.207,13.643,2.443,0
419,69.102,53.464,13.19,2.431,0
420,69.588,53.542,13.571,2.457,0
421,70.058,54.151,13.457,2.433,0
422,69.803,54.036,13.313,2.436,0
423,69.622,53.879,13.301,2.423,0
424,69.411,54.019,12.96,2.414,0
425,70.911,55.287,13.188,2.419,0
426,70.821,54.546,13.722,2.535,0
427,69.863,53.713,13.699,2.434,0
428,69.571,53.955,13.156,2.443,0
429,69.824,54.072,13.266,2.47,0
430,69.025,53.454,13.083,2.469,0
431,69.752,53.459,13.822,2.456,0
432,69.164,53.511,13.197,2.439,0
433,70.289,54.706,13.161,2.404,0
434,86.296,66.249,17.294,2.724,0
435,75.675,59.708,13.492,2.431,0
436,71.159,55.048,13.627,2.467,0
437,106.479,58.229,45.828,2.406,0
438,134.148,86.48,45.249,2.405,0
439,135.5,86.024,47.045,2.417,0
440,122.99,82.968,37.595,2.415,0
441,134.394,86.496,45.305,2.581,0
442,135.153,86.177,46.525,2.438,0
443,126.797,86.485,37.873,2.426,0
444,134.389,85.607,46.302,2.467,0
445,133.729,85.536,45.805,2.375,0
446,134.697,86.552,45.703,2.43,0
447,135.32,86.316,46.589,2.403,0
448,133.236,85.506,45.322,2.396,0
449,134.702,85.682,46.588,2.42,0
450,126.18,78.254,45.49,2.424,0
451,133.317,85.591,45.306,2.407,0
452,133.928,85.677,45.867,2.371,0
453,132.912,85.063,45.434,2.403,0
454,133.157,85.443,45.221,2.48,0
455,133.889,86.052,45.431,2.394,0
456,133.469,85.188,45.86,2.41,0
457,133.487,85.704,45.343,2.429,0
458,134.638,85.616,46.632,2.379,0
459,124.676,76.394,45.893,2.377,0
460,133.673,85.574,45.677,2.41,0
461,136.014,87.058,46.549,2.396,0
462,134.486,86.668,45.353,2.452,0
463,134.327,85.508,46.385,2.422,0
464,134.498,85.627,46.402,2.456,0
465,124.609,84.695,37.483,2.417,0
466,134.185,85.615,46.118,2.437,0
467,133.485,85.899,45.179,2.396,0
468,120.562,86.931,30.738,2.856,0
469,107.694,63.384,41.465,2.738,0
470,111.063,63.35,45.227,2.428,0
471,111.65,62.436,46.708,2.426,0
472,118.45,69.182,46.689,2.547,0
473,85.798,68.702,14.433,2.622,0
474,110.451,89.556,18.259,2.592,0
475,106.876,81.12,21.46,4.217,0
476,112.954,69.351,41.004,2.555,0
477,95.635,76.428,16.453,2.688,0
478,123.205,89.45,30.425,3.265,0
479,123.045,74.516,45.865,2.617,0
480,96.0,75.503,17.763,2.682,0
481,111.675,87.775,20.688,3.169,0
482,136.797,85.742,48.265,2.664,0
483,125.925,98.876,23.31,3.66,0
484,125.221,90.889,31.325,2.895,0
485,113.272,90.326,20.184,2.702,0
486,150.42,103.649,43.554,3.148,0
487,171.201,98.013,68.422,4.706,0
488,164.082,94.931,64.075,4.993,0
489,166.156,100.322,59.404,6.191,0
490,162.558,101.052,56.457,4.939,0
491,184.073,119.41,59.78,4.778,0
492,145.17,109.744,32.627,2.713,0
493,137.159,95.704,34.785,6.578,0
494,98.175,76.939,18.182,2.885,0
495,137.014,103.577,30.222,3.136,0
496,121.507,81.498,37.189,2.741,0
497,108.352,85.766,19.845,2.681,0
498,137.607,95.69,38.562,3.282,0
499,134.756,84.377,47.432,2.875,0
